snapshot_id,hospital_id,snapshot_time,ed_beds_available,icu_beds_available,ct_available,cath_lab_available,trauma_bays_available,ventilators_available,isolation_beds_available,blood_o_units_available,nurse_team_available,crowding_index
RS0002388,H003,2026/1/19 12:00,0,0,1,0,1,0,3,18,1,1
RS0002389,H004,2026/1/19 12:00,1,0,1,0,0,1,2,20,1,0.921
RS0002390,H005,2026/1/19 12:00,16,2,1,1,0,1,5,21,1,0.595
RS0002391,H001,2026/1/19 16:00,17,1,1,1,1,5,3,13,1,0.713
RS0002392,H002,2026/1/19 16:00,7,0,1,1,0,4,5,18,1,0.781
RS0002393,H003,2026/1/19 16:00,0,1,1,0,0,2,3,21,1,1
RS0002394,H004,2026/1/19 16:00,13,5,1,0,0,2,4,11,1,0.094
RS0002395,H005,2026/1/19 16:00,8,6,1,1,2,3,3,13,1,0.783
RS0002396,H001,2026/1/19 20:00,10,4,1,0,2,6,1,3,1,0.817
RS0002397,H002,2026/1/19 20:00,12,7,1,1,0,5,4,19,1,0.584
RS0002398,H003,2026/1/19 20:00,9,6,1,0,1,0,4,4,1,0.627
RS0002399,H004,2026/1/19 20:00,0,0,1,0,0,0,3,13,0,0.944
RS0002400,H005,2026/1/19 20:00,8,7,1,1,0,0,5,16,1,0.926
RS0002401,H001,2026/1/20 00:00,13,3,1,1,0,6,3,15,1,0.72
RS0002402,H002,2026/1/20 00:00,1,4,1,1,0,1,8,29,1,1
RS0002403,H003,2026/1/20 00:00,11,9,0,0,0,1,4,18,1,0.611
RS0002404,H004,2026/1/20 00:00,3,0,1,0,0,0,8,11,1,0.907
RS0002405,H005,2026/1/20 00:00,14,0,1,1,3,5,6,15,1,0.634
RS0002406,H001,2026/1/20 04:00,2,8,1,1,1,8,5,19,1,0.951
RS0002407,H002,2026/1/20 04:00,13,5,1,1,0,0,6,23,1,0.58
RS0002408,H003,2026/1/20 04:00,8,0,1,0,0,4,3,15,1,0.599
RS0002409,H004,2026/1/20 04:00,7,2,1,0,1,2,8,14,1,0.673
RS0002410,H005,2026/1/20 04:00,19,3,0,0,3,5,5,7,1,0.418
RS0002411,H001,2026/1/20 08:00,19,4,1,1,2,5,4,23,1,0.649
RS0002412,H002,2026/1/20 08:00,8,7,1,1,0,7,3,19,1,0.806
RS0002413,H003,2026/1/20 08:00,9,5,1,0,1,3,7,16,1,0.754
RS0002414,H004,2026/1/20 08:00,1,0,1,0,0,4,8,23,1,1
RS0002415,H005,2026/1/20 08:00,21,5,1,1,0,5,5,14,1,0.383
RS0002416,H001,2026/1/20 12:00,9,6,1,1,1,0,0,10,1,0.916
RS0002417,H002,2026/1/20 12:00,11,3,1,1,0,1,4,12,1,0.727
RS0002418,H003,2026/1/20 12:00,11,6,1,0,0,1,6,9,1,0.683
RS0002419,H004,2026/1/20 12:00,0,4,1,0,0,0,6,8,1,1
RS0002420,H005,2026/1/20 12:00,13,5,1,1,1,3,2,15,1,0.806
RS0002421,H001,2026/1/20 16:00,17,3,0,1,0,6,3,9,1,0.642
RS0002422,H002,2026/1/20 16:00,8,3,1,0,0,2,5,20,1,0.786
RS0002423,H003,2026/1/20 16:00,15,2,1,0,0,4,8,16,0,0.463
RS0002424,H004,2026/1/20 16:00,5,2,1,0,1,2,3,14,1,0.694
RS0002425,H005,2026/1/20 16:00,7,3,1,1,1,3,3,12,1,0.885
RS0002426,H001,2026/1/20 20:00,13,2,1,1,1,9,5,13,1,0.704
RS0002427,H002,2026/1/20 20:00,8,6,1,1,0,3,3,11,1,0.801
RS0002428,H003,2026/1/20 20:00,13,2,1,0,0,2,5,7,1,0.397
RS0002429,H004,2026/1/20 20:00,9,0,1,0,0,4,4,15,1,0.391
RS0002430,H005,2026/1/20 20:00,19,3,1,1,1,5,0,12,1,0.514
RS0002431,H001,2026/1/21 00:00,12,2,1,1,1,7,6,19,1,0.721
RS0002432,H002,2026/1/21 00:00,12,2,1,1,1,3,3,19,1,0.531
RS0002433,H003,2026/1/21 00:00,4,3,1,0,2,3,7,18,1,0.884
RS0002434,H004,2026/1/21 00:00,2,1,1,0,1,5,6,18,1,0.932
RS0002435,H005,2026/1/21 00:00,10,8,1,1,1,4,8,20,1,0.69
RS0002436,H001,2026/1/21 04:00,16,4,1,1,2,7,6,18,1,0.615
RS0002437,H002,2026/1/21 04:00,14,5,0,1,2,6,5,15,1,0.491
RS0002438,H003,2026/1/21 04:00,5,5,1,0,0,6,4,21,1,0.724
RS0002439,H004,2026/1/21 04:00,12,2,1,0,0,0,8,23,1,0.3
RS0002440,H005,2026/1/21 04:00,17,1,1,1,2,6,3,13,0,0.505
RS0002441,H001,2026/1/21 08:00,12,3,1,1,2,3,4,16,1,0.653
RS0002442,H002,2026/1/21 08:00,10,0,1,1,0,3,7,19,1,0.675
RS0002443,H003,2026/1/21 08:00,6,0,1,0,0,3,5,17,1,0.73
RS0002444,H004,2026/1/21 08:00,3,1,1,0,1,3,5,18,1,0.857
RS0002445,H005,2026/1/21 08:00,15,6,1,1,2,6,2,16,1,0.562
RS0002446,H001,2026/1/21 12:00,18,0,1,1,0,4,8,14,1,0.485
RS0002447,H002,2026/1/21 12:00,6,3,1,1,0,3,5,22,1,0.853
RS0002448,H003,2026/1/21 12:00,5,9,1,0,0,3,3,10,1,0.807
RS0002449,H004,2026/1/21 12:00,1,0,1,0,1,3,3,21,1,0.993
RS0002450,H005,2026/1/21 12:00,13,4,1,1,2,4,5,17,1,0.752
RS0002451,H001,2026/1/21 16:00,11,0,1,1,0,5,1,21,1,0.728
RS0002452,H002,2026/1/21 16:00,4,0,1,1,2,2,8,13,1,0.914
RS0002453,H003,2026/1/21 16:00,6,2,1,0,1,0,5,9,1,0.735
RS0002454,H004,2026/1/21 16:00,7,1,1,0,0,2,3,8,1,0.57
RS0002455,H005,2026/1/21 16:00,14,1,1,1,0,3,0,10,1,0.569
RS0002456,H001,2026/1/21 20:00,11,8,1,1,1,4,4,28,1,0.7
RS0002457,H002,2026/1/21 20:00,7,5,1,1,0,3,1,9,1,0.715
RS0002458,H003,2026/1/21 20:00,0,7,1,0,1,2,7,11,1,0.985
RS0002459,H004,2026/1/21 20:00,1,0,1,0,0,2,2,11,1,0.981
RS0002460,H005,2026/1/21 20:00,7,7,1,1,2,3,3,14,1,0.826
RS0002461,H001,2026/1/22 00:00,9,3,1,1,2,3,4,19,1,0.933
RS0002462,H002,2026/1/22 00:00,11,3,0,0,2,2,4,24,1,0.725
RS0002463,H003,2026/1/22 00:00,6,0,1,0,0,2,4,15,1,0.784
RS0002464,H004,2026/1/22 00:00,3,0,1,0,0,4,4,14,1,0.928
RS0002465,H005,2026/1/22 00:00,25,5,1,1,3,7,7,17,1,0.41
RS0002466,H001,2026/1/22 04:00,15,3,1,1,1,4,3,9,1,0.619
RS0002467,H002,2026/1/22 04:00,3,3,1,1,2,3,5,23,1,0.982
RS0002468,H003,2026/1/22 04:00,5,6,1,0,2,5,6,13,0,0.853
RS0002469,H004,2026/1/22 04:00,7,6,1,0,0,0,2,17,1,0.668
RS0002470,H005,2026/1/22 04:00,14,6,1,1,0,3,8,22,1,0.682
RS0002471,H001,2026/1/22 08:00,18,3,1,1,3,9,9,8,1,0.655
RS0002472,H002,2026/1/22 08:00,11,1,1,1,1,5,2,10,1,0.724
RS0002473,H003,2026/1/22 08:00,5,5,1,0,2,1,3,21,1,0.81
RS0002474,H004,2026/1/22 08:00,4,3,1,0,1,3,2,17,1,0.887
RS0002475,H005,2026/1/22 08:00,10,4,1,1,2,4,9,7,1,0.773
RS0002476,H001,2026/1/22 12:00,7,4,1,1,0,1,0,7,1,0.943
RS0002477,H002,2026/1/22 12:00,5,4,1,1,2,1,5,18,1,0.912
RS0002478,H003,2026/1/22 12:00,5,4,1,0,0,4,4,16,1,0.774
RS0002479,H004,2026/1/22 12:00,7,0,1,0,0,0,0,19,1,0.578
RS0002480,H005,2026/1/22 12:00,15,1,1,1,0,3,5,12,1,0.744
RS0002481,H001,2026/1/22 16:00,17,6,1,1,3,5,3,22,1,0.56
RS0002482,H002,2026/1/22 16:00,11,6,1,1,0,2,6,15,1,0.663
RS0002483,H003,2026/1/22 16:00,15,7,1,0,0,0,5,13,1,0.316
RS0002484,H004,2026/1/22 16:00,3,0,1,0,1,1,4,15,1,0.746
RS0002485,H005,2026/1/22 16:00,7,5,1,1,0,5,2,8,0,0.938
RS0002486,H001,2026/1/22 20:00,10,4,1,1,1,6,3,21,1,0.903
RS0002487,H002,2026/1/22 20:00,11,3,1,1,0,3,4,14,1,0.61
RS0002488,H003,2026/1/22 20:00,9,2,1,0,1,0,3,17,1,0.709
RS0002489,H004,2026/1/22 20:00,2,0,1,0,0,0,3,18,1,1
RS0002490,H005,2026/1/22 20:00,1,6,1,1,3,3,3,21,1,1
RS0002491,H001,2026/1/23 00:00,4,7,1,0,1,9,1,25,1,0.815
RS0002492,H002,2026/1/23 00:00,8,0,1,0,0,2,6,7,1,0.826
RS0002493,H003,2026/1/23 00:00,12,3,1,0,0,0,0,22,1,0.639
RS0002494,H004,2026/1/23 00:00,3,0,1,0,1,2,5,8,1,0.938
RS0002495,H005,2026/1/23 00:00,14,8,1,1,0,4,4,18,1,0.74
RS0002496,H001,2026/1/23 04:00,16,3,1,1,0,8,3,17,1,0.549
RS0002497,H002,2026/1/23 04:00,10,6,1,1,0,8,5,22,1,0.606
RS0002498,H003,2026/1/23 04:00,10,2,1,0,0,0,7,9,1,0.622
RS0002499,H004,2026/1/23 04:00,0,0,1,0,0,2,7,19,1,1
RS0002500,H005,2026/1/23 04:00,13,5,1,1,2,6,6,15,1,0.573
RS0002501,H001,2026/1/23 08:00,15,4,1,1,2,7,8,15,1,0.559
RS0002502,H002,2026/1/23 08:00,15,4,1,1,0,1,4,23,1,0.44
RS0002503,H003,2026/1/23 08:00,8,5,1,0,0,2,7,17,1,0.612
RS0002504,H004,2026/1/23 08:00,7,1,1,0,1,3,7,20,1,0.617
RS0002505,H005,2026/1/23 08:00,3,5,1,1,2,6,5,19,1,0.928
RS0002506,H001,2026/1/23 12:00,20,3,1,1,1,4,4,18,1,0.518
RS0002507,H002,2026/1/23 12:00,3,7,1,1,0,2,4,10,1,0.825
RS0002508,H003,2026/1/23 12:00,11,0,1,0,1,2,1,10,1,0.557
RS0002509,H004,2026/1/23 12:00,6,0,1,0,0,1,5,20,1,0.721
RS0002510,H005,2026/1/23 12:00,16,6,1,1,0,5,2,7,1,0.609
RS0002511,H001,2026/1/23 16:00,12,3,1,0,1,0,5,15,1,0.628
RS0002512,H002,2026/1/23 16:00,4,3,1,1,0,1,8,24,1,0.972
RS0002513,H003,2026/1/23 16:00,6,1,1,0,0,0,6,21,1,0.782
RS0002514,H004,2026/1/23 16:00,0,3,1,0,0,0,3,7,1,0.929
RS0002515,H005,2026/1/23 16:00,6,2,1,1,1,6,5,6,1,0.788
RS0002516,H001,2026/1/23 20:00,19,0,1,1,1,7,2,21,1,0.66
RS0002517,H002,2026/1/23 20:00,10,0,1,1,0,2,2,15,1,0.597
RS0002518,H003,2026/1/23 20:00,4,1,1,0,1,0,3,11,1,0.737
RS0002519,H004,2026/1/23 20:00,3,1,1,0,0,2,3,15,1,0.75
RS0002520,H005,2026/1/23 20:00,6,3,0,1,0,6,7,15,1,0.823
RS0002521,H001,2026/1/24 00:00,16,0,1,1,1,5,2,21,1,0.724
RS0002522,H002,2026/1/24 00:00,4,1,1,1,1,5,1,19,1,0.85
RS0002523,H003,2026/1/24 00:00,7,7,1,0,0,2,2,20,1,0.822
RS0002524,H004,2026/1/24 00:00,5,5,1,0,0,0,5,13,1,0.705
RS0002525,H005,2026/1/24 00:00,6,11,1,1,3,2,4,15,1,0.857
RS0002526,H001,2026/1/24 04:00,7,0,1,1,0,7,5,14,1,0.951
RS0002527,H002,2026/1/24 04:00,11,3,1,1,2,3,1,15,0,0.564
RS0002528,H003,2026/1/24 04:00,5,0,1,0,0,0,3,14,1,0.792
RS0002529,H004,2026/1/24 04:00,9,0,1,0,0,2,5,15,1,0.394
RS0002530,H005,2026/1/24 04:00,10,5,1,1,2,7,3,11,1,0.692
RS0002531,H001,2026/1/24 08:00,10,6,1,1,0,6,8,16,1,0.781
RS0002532,H002,2026/1/24 08:00,20,7,1,1,1,2,3,17,1,0.442
RS0002533,H003,2026/1/24 08:00,7,4,1,0,1,0,6,19,1,0.785
RS0002534,H004,2026/1/24 08:00,10,0,1,0,0,0,5,12,1,0.519
RS0002535,H005,2026/1/24 08:00,14,4,1,1,2,7,5,17,1,0.565
RS0002536,H001,2026/1/24 12:00,9,5,1,1,1,2,2,20,1,0.869
RS0002537,H002,2026/1/24 12:00,8,3,1,1,1,1,2,15,1,0.83
RS0002538,H003,2026/1/24 12:00,13,1,1,0,0,2,4,15,1,0.399
RS0002539,H004,2026/1/24 12:00,6,1,1,0,0,0,6,19,1,0.613
RS0002540,H005,2026/1/24 12:00,15,0,1,1,2,2,2,7,1,0.673
RS0002541,H001,2026/1/24 16:00,16,3,1,1,1,1,5,12,1,0.66
RS0002542,H002,2026/1/24 16:00,5,3,1,1,0,7,7,14,1,0.923
RS0002543,H003,2026/1/24 16:00,0,1,1,0,2,1,2,15,1,0.909
RS0002544,H004,2026/1/24 16:00,0,0,1,0,0,0,5,11,1,0.911
RS0002545,H005,2026/1/24 16:00,15,3,1,1,2,8,1,15,1,0.7
RS0002546,H001,2026/1/24 20:00,14,5,1,0,1,0,3,7,1,0.689
RS0002547,H002,2026/1/24 20:00,7,3,1,1,2,2,4,20,1,0.891
RS0002548,H003,2026/1/24 20:00,4,4,1,0,1,1,5,14,1,0.916
RS0002549,H004,2026/1/24 20:00,2,3,1,0,1,0,3,6,1,0.799
RS0002550,H005,2026/1/24 20:00,4,3,1,1,2,0,2,10,1,0.936
RS0002551,H001,2026/1/25 00:00,13,6,1,0,1,8,2,12,1,0.634
RS0002552,H002,2026/1/25 00:00,4,0,0,1,0,2,7,20,1,0.867
RS0002553,H003,2026/1/25 00:00,3,6,1,0,0,3,4,16,1,0.924
RS0002554,H004,2026/1/25 00:00,6,5,1,0,0,1,2,14,1,0.747
RS0002555,H005,2026/1/25 00:00,15,1,1,1,2,3,2,12,1,0.739
RS0002556,H001,2026/1/25 04:00,14,4,1,1,3,3,5,17,1,0.678
RS0002557,H002,2026/1/25 04:00,7,5,1,1,0,0,6,17,1,0.734
RS0002558,H003,2026/1/25 04:00,12,7,1,0,1,3,6,11,1,0.42
RS0002559,H004,2026/1/25 04:00,1,3,1,0,0,0,3,12,1,0.963
RS0002560,H005,2026/1/25 04:00,12,1,1,1,1,3,2,15,1,0.725
RS0002561,H001,2026/1/25 08:00,14,1,1,1,0,4,4,10,1,0.633
RS0002562,H002,2026/1/25 08:00,7,0,1,1,0,3,0,16,1,0.84
RS0002563,H003,2026/1/25 08:00,7,5,1,0,0,1,3,22,1,0.738
RS0002564,H004,2026/1/25 08:00,9,2,1,0,1,1,2,14,1,0.503
RS0002565,H005,2026/1/25 08:00,8,5,1,1,2,3,4,16,1,0.791
RS0002566,H001,2026/1/25 12:00,9,2,1,1,0,1,6,11,1,0.72
RS0002567,H002,2026/1/25 12:00,0,8,1,1,1,0,1,17,1,0.98
RS0002568,H003,2026/1/25 12:00,5,3,1,0,0,2,3,8,1,0.774
RS0002569,H004,2026/1/25 12:00,1,0,1,0,0,1,0,0,1,1
RS0002570,H005,2026/1/25 12:00,4,3,1,1,1,2,2,15,1,0.805
RS0002571,H001,2026/1/25 16:00,9,3,1,1,1,1,6,6,1,0.807
RS0002572,H002,2026/1/25 16:00,10,0,1,1,0,5,3,9,1,0.726
RS0002573,H003,2026/1/25 16:00,3,4,1,0,1,2,6,9,1,0.913
RS0002574,H004,2026/1/25 16:00,5,0,1,0,0,0,3,11,1,0.767
RS0002575,H005,2026/1/25 16:00,11,5,1,1,0,1,3,3,1,0.682
RS0002576,H001,2026/1/25 20:00,6,4,1,1,0,6,3,12,1,0.785
RS0002577,H002,2026/1/25 20:00,4,6,1,1,2,4,5,11,1,0.823
RS0002578,H003,2026/1/25 20:00,7,5,1,0,2,0,6,15,1,0.851
RS0002579,H004,2026/1/25 20:00,12,3,1,0,0,2,1,9,1,0.181
RS0002580,H005,2026/1/25 20:00,10,1,1,1,1,5,0,16,1,0.84
RS0002581,H001,2026/1/26 00:00,12,10,1,1,0,5,5,23,1,0.63
RS0002582,H002,2026/1/26 00:00,13,0,0,1,1,4,6,11,1,0.636
RS0002583,H003,2026/1/26 00:00,8,1,1,0,1,2,5,20,1,0.689
RS0002584,H004,2026/1/26 00:00,5,0,1,0,0,0,4,23,1,0.642
RS0002585,H005,2026/1/26 00:00,15,0,1,1,2,3,0,16,1,0.555
RS0002586,H001,2026/1/26 04:00,14,5,1,0,3,6,4,15,1,0.649
RS0002587,H002,2026/1/26 04:00,8,3,1,1,0,2,5,13,0,0.835
RS0002588,H003,2026/1/26 04:00,13,4,1,0,0,1,1,14,1,0.538
RS0002589,H004,2026/1/26 04:00,12,5,1,0,0,3,3,13,1,0.167
RS0002590,H005,2026/1/26 04:00,7,5,1,1,3,4,6,16,1,0.96
RS0002591,H001,2026/1/26 08:00,14,8,1,1,1,7,5,15,1,0.781
RS0002592,H002,2026/1/26 08:00,8,2,1,1,2,2,5,10,1,0.674
RS0002593,H003,2026/1/26 08:00,7,3,1,0,0,3,7,15,1,0.727
RS0002594,H004,2026/1/26 08:00,7,6,1,0,0,5,6,21,1,0.619
RS0002595,H005,2026/1/26 08:00,12,6,1,1,2,3,5,15,1,0.72
RS0002596,H001,2026/1/26 12:00,10,5,1,1,0,3,0,18,1,0.69
RS0002597,H002,2026/1/26 12:00,5,5,1,1,2,3,4,16,1,0.816
RS0002598,H003,2026/1/26 12:00,2,7,1,0,1,3,3,15,1,1
RS0002599,H004,2026/1/26 12:00,7,0,1,0,0,3,2,5,1,0.601
RS0002600,H005,2026/1/26 12:00,9,5,1,1,1,0,4,16,1,0.87
RS0002601,H001,2026/1/26 16:00,14,0,1,1,1,3,2,9,1,0.806
RS0002602,H002,2026/1/26 16:00,8,10,1,1,0,1,4,10,1,0.751
RS0002603,H003,2026/1/26 16:00,9,3,1,0,0,0,4,21,1,0.541
RS0002604,H004,2026/1/26 16:00,10,2,1,0,0,2,7,18,1,0.288
RS0002605,H005,2026/1/26 16:00,12,5,1,1,0,7,4,7,0,0.754
RS0002606,H001,2026/1/26 20:00,12,5,1,0,2,3,4,12,1,0.809
RS0002607,H002,2026/1/26 20:00,9,3,1,1,1,6,1,21,1,0.607
RS0002608,H003,2026/1/26 20:00,4,3,1,0,1,5,2,19,1,0.882
RS0002609,H004,2026/1/26 20:00,6,3,1,0,0,0,1,10,1,0.723
RS0002610,H005,2026/1/26 20:00,7,4,1,1,2,1,2,12,1,0.951
RS0002611,H001,2026/1/27 00:00,9,7,1,0,2,5,9,21,1,0.694
RS0002612,H002,2026/1/27 00:00,15,7,1,1,0,4,1,17,1,0.55
RS0002613,H003,2026/1/27 00:00,2,3,1,0,2,0,7,20,1,0.836
RS0002614,H004,2026/1/27 00:00,3,3,1,0,1,5,6,14,1,0.794
RS0002615,H005,2026/1/27 00:00,10,5,1,1,4,5,7,23,1,0.724
RS0002616,H001,2026/1/27 04:00,12,6,1,0,3,5,4,11,1,0.749
RS0002617,H002,2026/1/27 04:00,10,1,1,1,2,2,4,23,1,0.609
RS0002618,H003,2026/1/27 04:00,7,1,1,0,1,2,2,15,1,0.633
RS0002619,H004,2026/1/27 04:00,1,1,1,0,1,2,4,21,1,0.952
RS0002620,H005,2026/1/27 04:00,17,4,1,1,1,2,2,18,1,0.633
RS0002621,H001,2026/1/27 08:00,11,5,1,1,2,2,5,19,1,0.724
RS0002622,H002,2026/1/27 08:00,10,7,1,1,1,4,4,20,1,0.685
RS0002623,H003,2026/1/27 08:00,12,0,0,0,1,4,10,16,1,0.64
RS0002624,H004,2026/1/27 08:00,11,0,1,0,0,1,4,0,1,0.462
RS0002625,H005,2026/1/27 08:00,5,6,1,1,2,5,0,19,1,0.976
RS0002626,H001,2026/1/27 12:00,5,5,1,1,2,7,3,16,1,1
RS0002627,H002,2026/1/27 12:00,6,7,1,1,0,3,2,23,1,0.824
RS0002628,H003,2026/1/27 12:00,8,1,1,0,1,1,7,28,1,0.791
RS0002629,H004,2026/1/27 12:00,2,0,1,0,1,1,1,23,1,0.816
RS0002630,H005,2026/1/27 12:00,9,5,1,1,1,3,4,18,1,0.664
RS0002631,H001,2026/1/27 16:00,15,4,1,1,1,7,6,22,1,0.642
RS0002632,H002,2026/1/27 16:00,10,0,1,1,0,3,2,14,1,0.729
RS0002633,H003,2026/1/27 16:00,6,0,1,0,1,4,6,15,1,0.676
RS0002634,H004,2026/1/27 16:00,10,0,1,0,1,0,4,6,1,0.478
RS0002635,H005,2026/1/27 16:00,9,1,1,1,0,2,7,21,1,0.823
RS0002636,H001,2026/1/27 20:00,7,3,1,1,1,2,4,9,1,0.858
RS0002637,H002,2026/1/27 20:00,3,7,1,1,0,3,6,25,1,0.847
RS0002638,H003,2026/1/27 20:00,4,2,1,0,1,3,7,18,1,0.77
RS0002639,H004,2026/1/27 20:00,5,2,1,0,0,1,2,13,0,0.837
RS0002640,H005,2026/1/27 20:00,13,1,1,1,0,1,4,7,1,0.8
RS0002641,H001,2026/1/28 00:00,13,0,1,1,1,3,7,20,1,0.709
RS0002642,H002,2026/1/28 00:00,12,6,1,1,2,5,3,20,1,0.744
RS0002643,H003,2026/1/28 00:00,9,0,1,0,1,0,5,14,1,0.588
RS0002644,H004,2026/1/28 00:00,0,0,1,0,1,3,3,18,1,1
RS0002645,H005,2026/1/28 00:00,12,9,1,1,2,2,6,22,1,0.72
RS0002646,H001,2026/1/28 04:00,12,3,1,1,3,6,7,15,1,0.642
RS0002647,H002,2026/1/28 04:00,9,7,1,1,1,5,7,14,1,0.668
RS0002648,H003,2026/1/28 04:00,9,1,1,0,2,3,1,11,1,0.65
RS0002649,H004,2026/1/28 04:00,7,2,1,0,0,4,8,19,1,0.637
RS0002650,H005,2026/1/28 04:00,15,6,1,1,1,1,4,13,1,0.623
RS0002651,H001,2026/1/28 08:00,15,9,1,1,2,4,4,18,1,0.617
RS0002652,H002,2026/1/28 08:00,9,3,1,1,0,4,2,21,1,0.614
RS0002653,H003,2026/1/28 08:00,6,0,1,0,1,5,4,21,1,0.684
RS0002654,H004,2026/1/28 08:00,2,5,1,0,0,1,6,16,1,0.907
RS0002655,H005,2026/1/28 08:00,6,5,1,1,2,8,4,20,1,0.872
RS0002656,H001,2026/1/28 12:00,10,7,1,1,1,5,2,4,1,0.799
RS0002657,H002,2026/1/28 12:00,10,1,1,1,0,2,3,16,1,0.668
RS0002658,H003,2026/1/28 12:00,5,0,1,0,1,3,4,17,1,0.905
RS0002659,H004,2026/1/28 12:00,6,0,1,0,0,0,0,13,1,0.662
RS0002660,H005,2026/1/28 12:00,9,2,1,0,0,4,2,15,0,0.747
RS0002661,H001,2026/1/28 16:00,16,3,1,1,2,7,3,17,1,0.654
RS0002662,H002,2026/1/28 16:00,7,4,0,1,0,2,4,13,1,0.796
RS0002663,H003,2026/1/28 16:00,11,6,1,0,0,8,1,12,0,0.502
RS0002664,H004,2026/1/28 16:00,12,0,1,0,0,3,3,12,1,0.364
RS0002665,H005,2026/1/28 16:00,19,4,1,1,0,3,4,19,0,0.633
RS0002666,H001,2026/1/28 20:00,10,1,1,1,1,1,2,27,0,0.727
RS0002667,H002,2026/1/28 20:00,13,0,1,1,0,2,5,12,1,0.529
RS0002668,H003,2026/1/28 20:00,9,0,1,0,0,1,4,22,1,0.684
RS0002669,H004,2026/1/28 20:00,5,3,1,0,0,0,4,7,1,0.775
RS0002670,H005,2026/1/28 20:00,7,4,0,1,1,5,4,13,1,0.806
RS0002671,H001,2026/1/29 00:00,7,5,1,1,0,3,3,19,1,0.839
RS0002672,H002,2026/1/29 00:00,7,10,0,1,1,7,4,15,1,0.895
RS0002673,H003,2026/1/29 00:00,10,0,1,0,0,2,8,24,1,0.705
RS0002674,H004,2026/1/29 00:00,3,0,1,0,0,1,5,15,1,0.898
RS0002675,H005,2026/1/29 00:00,23,8,1,1,3,0,4,24,1,0.483
RS0002676,H001,2026/1/29 04:00,13,7,1,1,1,3,3,11,1,0.704
RS0002677,H002,2026/1/29 04:00,14,2,1,1,1,3,5,13,1,0.645
RS0002678,H003,2026/1/29 04:00,10,1,1,0,1,5,4,14,1,0.547
RS0002679,H004,2026/1/29 04:00,5,3,1,0,1,1,1,19,1,0.75
RS0002680,H005,2026/1/29 04:00,13,3,1,1,2,4,4,23,1,0.709
RS0002681,H001,2026/1/29 08:00,15,3,1,1,2,6,5,19,1,0.732
RS0002682,H002,2026/1/29 08:00,11,3,1,1,0,5,3,13,1,0.761
RS0002683,H003,2026/1/29 08:00,12,0,0,0,2,3,3,15,1,0.484
RS0002684,H004,2026/1/29 08:00,0,1,1,0,0,0,5,10,1,1
RS0002685,H005,2026/1/29 08:00,8,7,1,1,1,5,4,25,1,0.924
RS0002686,H001,2026/1/29 12:00,14,7,1,1,1,4,5,10,1,0.574
RS0002687,H002,2026/1/29 12:00,16,0,1,1,1,3,5,16,1,0.593
RS0002688,H003,2026/1/29 12:00,10,9,1,0,0,3,0,12,1,0.512
RS0002689,H004,2026/1/29 12:00,5,0,1,0,1,2,6,11,1,0.642
RS0002690,H005,2026/1/29 12:00,20,5,1,1,1,4,0,10,0,0.427
RS0002691,H001,2026/1/29 16:00,16,12,1,1,2,1,1,17,1,0.672
RS0002692,H002,2026/1/29 16:00,0,3,1,1,0,2,7,13,1,1
RS0002693,H003,2026/1/29 16:00,11,0,1,0,0,1,4,11,1,0.672
RS0002694,H004,2026/1/29 16:00,1,0,1,0,1,1,2,18,1,1
RS0002695,H005,2026/1/29 16:00,12,2,1,1,1,1,5,14,1,0.789
RS0002696,H001,2026/1/29 20:00,7,6,1,1,1,6,0,1,1,0.846
RS0002697,H002,2026/1/29 20:00,6,1,0,1,0,1,4,14,1,0.837
RS0002698,H003,2026/1/29 20:00,7,5,1,0,1,6,6,16,1,0.73
RS0002699,H004,2026/1/29 20:00,2,0,1,0,0,0,5,14,1,0.931
RS0002700,H005,2026/1/29 20:00,9,4,1,1,1,7,0,6,1,0.682
RS0002701,H001,2026/1/30 00:00,11,0,1,1,0,4,1,17,1,0.73
RS0002702,H002,2026/1/30 00:00,11,0,1,1,2,2,2,12,1,0.538
RS0002703,H003,2026/1/30 00:00,6,8,1,0,2,0,6,24,1,0.677
RS0002704,H004,2026/1/30 00:00,2,4,1,0,0,0,5,16,1,0.989
RS0002705,H005,2026/1/30 00:00,17,4,1,1,3,6,4,20,1,0.621
RS0002706,H001,2026/1/30 04:00,19,2,1,1,1,3,7,17,1,0.515
RS0002707,H002,2026/1/30 04:00,9,4,1,1,1,4,5,14,1,0.771
RS0002708,H003,2026/1/30 04:00,13,4,1,0,1,3,5,19,1,0.421
RS0002709,H004,2026/1/30 04:00,6,0,1,0,0,1,5,23,1,0.764
RS0002710,H005,2026/1/30 04:00,13,7,1,1,2,8,2,21,1,0.697
RS0002711,H001,2026/1/30 08:00,14,10,1,1,1,10,4,17,1,0.743
RS0002712,H002,2026/1/30 08:00,23,5,1,1,1,3,1,13,1,0.278
RS0002713,H003,2026/1/30 08:00,9,5,1,0,0,0,8,13,1,0.603
RS0002714,H004,2026/1/30 08:00,7,3,1,0,0,6,7,11,1,0.651
RS0002715,H005,2026/1/30 08:00,9,2,1,1,1,6,4,20,1,0.772
RS0002716,H001,2026/1/30 12:00,13,8,1,1,1,6,2,12,1,0.596
RS0002717,H002,2026/1/30 12:00,9,5,1,1,0,6,2,16,1,0.798
RS0002718,H003,2026/1/30 12:00,4,6,1,0,0,2,4,20,1,0.97
