shift_id,hospital_id,specialty,clinician_id,shift_label,shift_start,shift_end,on_call
SH007801,H002,外傷外科,C0028,夜班,2026/1/14 00:00,2026/1/14 08:00,1
SH007802,H002,外傷外科,C0029,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007803,H002,外傷外科,C0029,小夜班,2026/1/14 16:00,2026/1/15 00:00,1
SH007804,H002,加護醫學,C0031,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007805,H002,加護醫學,C0030,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007806,H002,加護醫學,C0031,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007807,H002,放射科,C0032,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007808,H002,放射科,C0033,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007809,H002,放射科,C0032,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007810,H002,護理組長,C0034,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007811,H002,護理組長,C0034,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007812,H002,護理組長,C0034,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007813,H003,急診,C0037,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007814,H003,急診,C0037,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007815,H003,急診,C0036,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007816,H003,心臟內科,C0038,夜班,2026/1/14 00:00,2026/1/14 08:00,1
SH007817,H003,心臟內科,C0039,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007818,H003,心臟內科,C0038,小夜班,2026/1/14 16:00,2026/1/15 00:00,1
SH007819,H003,神經內科,C0041,夜班,2026/1/14 00:00,2026/1/14 08:00,1
SH007820,H003,神經內科,C0041,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007821,H003,神經內科,C0041,小夜班,2026/1/14 16:00,2026/1/15 00:00,1
SH007822,H003,外傷外科,C0042,夜班,2026/1/14 00:00,2026/1/14 08:00,1
SH007823,H003,外傷外科,C0042,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007824,H003,外傷外科,C0042,小夜班,2026/1/14 16:00,2026/1/15 00:00,1
SH007825,H003,加護醫學,C0045,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007826,H003,加護醫學,C0044,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007827,H003,加護醫學,C0045,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007828,H003,放射科,C0046,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007829,H003,放射科,C0047,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007830,H003,放射科,C0046,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007831,H003,護理組長,C0048,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007832,H003,護理組長,C0048,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007833,H003,護理組長,C0049,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007834,H004,急診,C0050,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007835,H004,急診,C0051,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007836,H004,急診,C0051,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007837,H004,心臟內科,C0052,夜班,2026/1/14 00:00,2026/1/14 08:00,1
SH007838,H004,心臟內科,C0052,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007839,H004,心臟內科,C0053,小夜班,2026/1/14 16:00,2026/1/15 00:00,1
SH007840,H004,神經內科,C0055,夜班,2026/1/14 00:00,2026/1/14 08:00,1
SH007841,H004,神經內科,C0055,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007842,H004,神經內科,C0055,小夜班,2026/1/14 16:00,2026/1/15 00:00,1
SH007843,H004,外傷外科,C0057,夜班,2026/1/14 00:00,2026/1/14 08:00,1
SH007844,H004,外傷外科,C0057,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007845,H004,外傷外科,C0057,小夜班,2026/1/14 16:00,2026/1/15 00:00,1
SH007846,H004,加護醫學,C0058,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007847,H004,加護醫學,C0059,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007848,H004,加護醫學,C0059,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007849,H004,放射科,C0061,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007850,H004,放射科,C0061,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007851,H004,放射科,C0061,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007852,H004,護理組長,C0062,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007853,H004,護理組長,C0062,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007854,H004,護理組長,C0063,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007855,H005,急診,C0065,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007856,H005,急診,C0064,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007857,H005,急診,C0064,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007858,H005,心臟內科,C0068,夜班,2026/1/14 00:00,2026/1/14 08:00,1
SH007859,H005,心臟內科,C0067,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007860,H005,心臟內科,C0068,小夜班,2026/1/14 16:00,2026/1/15 00:00,1
SH007861,H005,神經內科,C0071,夜班,2026/1/14 00:00,2026/1/14 08:00,1
SH007862,H005,神經內科,C0071,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007863,H005,神經內科,C0070,小夜班,2026/1/14 16:00,2026/1/15 00:00,1
SH007864,H005,外傷外科,C0073,夜班,2026/1/14 00:00,2026/1/14 08:00,1
SH007865,H005,外傷外科,C0073,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007866,H005,外傷外科,C0075,小夜班,2026/1/14 16:00,2026/1/15 00:00,1
SH007867,H005,加護醫學,C0078,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007868,H005,加護醫學,C0076,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007869,H005,加護醫學,C0076,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007870,H005,放射科,C0080,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007871,H005,放射科,C0081,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007872,H005,放射科,C0080,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007873,H005,護理組長,C0084,夜班,2026/1/14 00:00,2026/1/14 08:00,0
SH007874,H005,護理組長,C0083,日班,2026/1/14 08:00,2026/1/14 16:00,0
SH007875,H005,護理組長,C0084,小夜班,2026/1/14 16:00,2026/1/15 00:00,0
SH007876,H001,急診,C0002,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007877,H001,急診,C0001,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007878,H001,急診,C0001,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007879,H001,心臟內科,C0006,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007880,H001,心臟內科,C0006,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007881,H001,心臟內科,C0005,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007882,H001,神經內科,C0008,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007883,H001,神經內科,C0009,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007884,H001,神經內科,C0008,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007885,H001,外傷外科,C0012,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007886,H001,外傷外科,C0012,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007887,H001,外傷外科,C0010,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007888,H001,加護醫學,C0014,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007889,H001,加護醫學,C0015,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007890,H001,加護醫學,C0013,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007891,H001,放射科,C0018,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007892,H001,放射科,C0017,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007893,H001,放射科,C0018,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007894,H001,護理組長,C0021,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007895,H001,護理組長,C0020,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007896,H001,護理組長,C0019,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007897,H002,急診,C0022,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007898,H002,急診,C0022,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007899,H002,急診,C0023,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007900,H002,心臟內科,C0025,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007901,H002,心臟內科,C0025,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007902,H002,心臟內科,C0024,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007903,H002,神經內科,C0027,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007904,H002,神經內科,C0026,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007905,H002,神經內科,C0026,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007906,H002,外傷外科,C0029,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007907,H002,外傷外科,C0028,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007908,H002,外傷外科,C0028,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007909,H002,加護醫學,C0030,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007910,H002,加護醫學,C0031,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007911,H002,加護醫學,C0031,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007912,H002,放射科,C0032,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007913,H002,放射科,C0033,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007914,H002,放射科,C0033,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007915,H002,護理組長,C0035,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007916,H002,護理組長,C0035,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007917,H002,護理組長,C0034,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007918,H003,急診,C0037,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007919,H003,急診,C0036,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007920,H003,急診,C0037,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007921,H003,心臟內科,C0038,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007922,H003,心臟內科,C0038,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007923,H003,心臟內科,C0038,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007924,H003,神經內科,C0041,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007925,H003,神經內科,C0040,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007926,H003,神經內科,C0040,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007927,H003,外傷外科,C0042,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007928,H003,外傷外科,C0042,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007929,H003,外傷外科,C0042,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007930,H003,加護醫學,C0045,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007931,H003,加護醫學,C0045,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007932,H003,加護醫學,C0045,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007933,H003,放射科,C0046,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007934,H003,放射科,C0046,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007935,H003,放射科,C0046,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007936,H003,護理組長,C0049,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007937,H003,護理組長,C0049,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007938,H003,護理組長,C0049,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007939,H004,急診,C0050,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007940,H004,急診,C0051,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007941,H004,急診,C0051,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007942,H004,心臟內科,C0052,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007943,H004,心臟內科,C0053,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007944,H004,心臟內科,C0053,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007945,H004,神經內科,C0055,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007946,H004,神經內科,C0055,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007947,H004,神經內科,C0055,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007948,H004,外傷外科,C0057,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007949,H004,外傷外科,C0056,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007950,H004,外傷外科,C0056,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007951,H004,加護醫學,C0058,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007952,H004,加護醫學,C0059,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007953,H004,加護醫學,C0058,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007954,H004,放射科,C0060,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007955,H004,放射科,C0061,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007956,H004,放射科,C0060,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007957,H004,護理組長,C0063,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007958,H004,護理組長,C0062,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007959,H004,護理組長,C0063,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007960,H005,急診,C0065,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007961,H005,急診,C0065,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007962,H005,急診,C0066,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007963,H005,心臟內科,C0068,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007964,H005,心臟內科,C0069,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007965,H005,心臟內科,C0068,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007966,H005,神經內科,C0071,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007967,H005,神經內科,C0070,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007968,H005,神經內科,C0072,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007969,H005,外傷外科,C0074,夜班,2026/1/15 00:00,2026/1/15 08:00,1
SH007970,H005,外傷外科,C0073,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007971,H005,外傷外科,C0075,小夜班,2026/1/15 16:00,2026/1/16 00:00,1
SH007972,H005,加護醫學,C0076,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007973,H005,加護醫學,C0077,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007974,H005,加護醫學,C0077,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007975,H005,放射科,C0081,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007976,H005,放射科,C0080,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007977,H005,放射科,C0079,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007978,H005,護理組長,C0083,夜班,2026/1/15 00:00,2026/1/15 08:00,0
SH007979,H005,護理組長,C0083,日班,2026/1/15 08:00,2026/1/15 16:00,0
SH007980,H005,護理組長,C0084,小夜班,2026/1/15 16:00,2026/1/16 00:00,0
SH007981,H001,急診,C0003,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH007982,H001,急診,C0001,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH007983,H001,急診,C0001,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH007984,H001,心臟內科,C0006,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH007985,H001,心臟內科,C0005,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH007986,H001,心臟內科,C0004,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH007987,H001,神經內科,C0007,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH007988,H001,神經內科,C0008,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH007989,H001,神經內科,C0008,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH007990,H001,外傷外科,C0010,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH007991,H001,外傷外科,C0011,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH007992,H001,外傷外科,C0011,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH007993,H001,加護醫學,C0013,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH007994,H001,加護醫學,C0013,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH007995,H001,加護醫學,C0015,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH007996,H001,放射科,C0018,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH007997,H001,放射科,C0017,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH007998,H001,放射科,C0016,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH007999,H001,護理組長,C0021,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008000,H001,護理組長,C0020,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008001,H001,護理組長,C0021,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008002,H002,急診,C0022,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008003,H002,急診,C0023,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008004,H002,急診,C0023,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008005,H002,心臟內科,C0025,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH008006,H002,心臟內科,C0025,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008007,H002,心臟內科,C0024,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH008008,H002,神經內科,C0027,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH008009,H002,神經內科,C0026,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008010,H002,神經內科,C0026,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH008011,H002,外傷外科,C0028,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH008012,H002,外傷外科,C0028,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008013,H002,外傷外科,C0028,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH008014,H002,加護醫學,C0030,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008015,H002,加護醫學,C0030,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008016,H002,加護醫學,C0031,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008017,H002,放射科,C0033,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008018,H002,放射科,C0032,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008019,H002,放射科,C0032,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008020,H002,護理組長,C0035,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008021,H002,護理組長,C0034,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008022,H002,護理組長,C0035,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008023,H003,急診,C0037,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008024,H003,急診,C0036,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008025,H003,急診,C0037,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008026,H003,心臟內科,C0039,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH008027,H003,心臟內科,C0039,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008028,H003,心臟內科,C0038,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH008029,H003,神經內科,C0040,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH008030,H003,神經內科,C0040,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008031,H003,神經內科,C0041,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH008032,H003,外傷外科,C0042,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH008033,H003,外傷外科,C0043,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008034,H003,外傷外科,C0043,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH008035,H003,加護醫學,C0044,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008036,H003,加護醫學,C0044,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008037,H003,加護醫學,C0044,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008038,H003,放射科,C0046,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008039,H003,放射科,C0046,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008040,H003,放射科,C0046,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008041,H003,護理組長,C0049,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008042,H003,護理組長,C0049,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008043,H003,護理組長,C0048,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008044,H004,急診,C0051,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008045,H004,急診,C0050,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008046,H004,急診,C0050,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008047,H004,心臟內科,C0053,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH008048,H004,心臟內科,C0053,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008049,H004,心臟內科,C0052,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH008050,H004,神經內科,C0055,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH008051,H004,神經內科,C0055,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008052,H004,神經內科,C0054,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH008053,H004,外傷外科,C0057,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH008054,H004,外傷外科,C0056,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008055,H004,外傷外科,C0057,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH008056,H004,加護醫學,C0059,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008057,H004,加護醫學,C0058,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008058,H004,加護醫學,C0059,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008059,H004,放射科,C0060,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008060,H004,放射科,C0060,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008061,H004,放射科,C0060,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008062,H004,護理組長,C0062,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008063,H004,護理組長,C0063,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008064,H004,護理組長,C0063,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008065,H005,急診,C0064,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008066,H005,急診,C0065,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008067,H005,急診,C0064,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008068,H005,心臟內科,C0069,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH008069,H005,心臟內科,C0068,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008070,H005,心臟內科,C0069,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH008071,H005,神經內科,C0071,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH008072,H005,神經內科,C0071,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008073,H005,神經內科,C0071,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH008074,H005,外傷外科,C0074,夜班,2026/1/16 00:00,2026/1/16 08:00,1
SH008075,H005,外傷外科,C0073,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008076,H005,外傷外科,C0073,小夜班,2026/1/16 16:00,2026/1/17 00:00,1
SH008077,H005,加護醫學,C0078,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008078,H005,加護醫學,C0076,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008079,H005,加護醫學,C0078,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008080,H005,放射科,C0081,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008081,H005,放射科,C0080,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008082,H005,放射科,C0081,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008083,H005,護理組長,C0083,夜班,2026/1/16 00:00,2026/1/16 08:00,0
SH008084,H005,護理組長,C0084,日班,2026/1/16 08:00,2026/1/16 16:00,0
SH008085,H005,護理組長,C0082,小夜班,2026/1/16 16:00,2026/1/17 00:00,0
SH008086,H001,急診,C0003,夜班,2026/1/17 00:00,2026/1/17 08:00,0
SH008087,H001,急診,C0001,日班,2026/1/17 08:00,2026/1/17 16:00,0
SH008088,H001,急診,C0001,小夜班,2026/1/17 16:00,2026/1/18 00:00,0
SH008089,H001,心臟內科,C0005,夜班,2026/1/17 00:00,2026/1/17 08:00,1
SH008090,H001,心臟內科,C0006,日班,2026/1/17 08:00,2026/1/17 16:00,0
SH008091,H001,心臟內科,C0005,小夜班,2026/1/17 16:00,2026/1/18 00:00,1
SH008092,H001,神經內科,C0009,夜班,2026/1/17 00:00,2026/1/17 08:00,1
SH008093,H001,神經內科,C0009,日班,2026/1/17 08:00,2026/1/17 16:00,0
SH008094,H001,神經內科,C0008,小夜班,2026/1/17 16:00,2026/1/18 00:00,1
SH008095,H001,外傷外科,C0012,夜班,2026/1/17 00:00,2026/1/17 08:00,1
SH008096,H001,外傷外科,C0012,日班,2026/1/17 08:00,2026/1/17 16:00,0
SH008097,H001,外傷外科,C0010,小夜班,2026/1/17 16:00,2026/1/18 00:00,1
SH008098,H001,加護醫學,C0013,夜班,2026/1/17 00:00,2026/1/17 08:00,0
SH008099,H001,加護醫學,C0013,日班,2026/1/17 08:00,2026/1/17 16:00,0
SH008100,H001,加護醫學,C0013,小夜班,2026/1/17 16:00,2026/1/18 00:00,0
SH008101,H001,放射科,C0018,夜班,2026/1/17 00:00,2026/1/17 08:00,0
SH008102,H001,放射科,C0016,日班,2026/1/17 08:00,2026/1/17 16:00,0
SH008103,H001,放射科,C0017,小夜班,2026/1/17 16:00,2026/1/18 00:00,0
SH008104,H001,護理組長,C0020,夜班,2026/1/17 00:00,2026/1/17 08:00,0
SH008105,H001,護理組長,C0019,日班,2026/1/17 08:00,2026/1/17 16:00,0
SH008106,H001,護理組長,C0019,小夜班,2026/1/17 16:00,2026/1/18 00:00,0
SH008107,H002,急診,C0023,夜班,2026/1/17 00:00,2026/1/17 08:00,0
SH008108,H002,急診,C0023,日班,2026/1/17 08:00,2026/1/17 16:00,0
SH008109,H002,急診,C0022,小夜班,2026/1/17 16:00,2026/1/18 00:00,0
SH008110,H002,心臟內科,C0024,夜班,2026/1/17 00:00,2026/1/17 08:00,1
